,Date,Predicted_Close,Lower_Bound,Upper_Bound,Actual_Close,Error,Error_Percentage
0,2019-12-02,24810.0390589479,24584.6930053924,25035.3851125034,23349.900390625,1460.1386683228993,6.253297204253368
1,2019-12-03,24815.9012026211,24497.2649237824,25134.5374814598,23907.25,908.6512026210985,3.800734934470081
2,2019-12-04,24789.7393987204,24394.3482029595,25185.1305944814,23907.25,882.4893987204014,3.691304515242871
3,2019-12-05,24823.26440704,24367.458636552,25279.0701775279,23907.25,916.0144070399983,3.8315339783538396
4,2019-12-06,24797.3070636973,24286.9322208451,25307.6819065496,24221.900390625,575.4066730722989,2.3755636997624183
5,2019-12-07,24805.3077073332,24244.6462553045,25365.9691593618,24194.5,610.8077073331988,2.524572557123308
6,2019-12-08,24817.0864868203,24212.6535811471,25421.5193924936,24274.900390625,542.1860961952989,2.2335255241858456
7,2019-12-09,24792.2920104782,24144.5523454593,25440.031675497,23914.150390625,878.1416198531988,3.6720586159625985
8,2019-12-10,24818.3912545301,24131.661484975,25505.1210240852,24131.099609375,687.2916451550991,2.8481571759294564
9,2019-12-11,24802.2200451658,24078.3897061757,25526.0503841558,24131.099609375,671.1204357907991,2.7811431996661558
10,2019-12-12,24802.4512173183,24042.3109406112,25562.5914940254,24131.099609375,671.3516079432993,2.782101183994439
11,2019-12-13,24816.8512556648,24023.6753501569,25610.0271611727,24276.05078125,540.8004744147984,2.2277119095190487
12,2019-12-14,24795.2458011834,23968.8984578051,25621.5931445618,24457.150390625,338.0954105583987,1.382399033241414
13,2019-12-15,24814.2171571318,23956.7043701656,25671.7299440979,24467.44921875,346.76793838179947,1.4172623197520025
14,2019-12-16,24805.7286535078,23918.3448277114,25693.1124793042,24708.400390625,97.3282628827983,0.393907583429509
15,2019-12-17,24801.0439210298,23883.8541980771,25718.2336439825,24677.80078125,123.2431397797991,0.4994089257477038
16,2019-12-18,24815.743286603,23870.819009185,25760.667564021,24677.80078125,137.94250535299943,0.5589740616506114
17,2019-12-19,24798.1750036524,23825.4515394041,25770.8984679006,24677.80078125,120.37422240239903,0.4877834271758058
18,2019-12-20,24810.875277806,23811.3888196139,25810.3617359982,24619.0,191.87527780600067,0.779378844819045
19,2019-12-21,24808.0232208027,23782.8319717168,25833.2144698886,24610.05078125,197.97243955270096,0.8044373468076423
20,2019-12-22,24800.6816283777,23749.6622791546,25851.7009776007,24641.80078125,158.8808471277007,0.6447615112958525
21,2019-12-23,24814.1895722199,23738.7388035937,25889.640340846,24548.69921875,265.4903534699006,1.0814844041395166
22,2019-12-24,24800.8137238554,23701.0012632695,25900.6261844413,24768.30078125,32.512942605400895,0.13126836149379176
23,2019-12-25,24808.3713709228,23684.7369161287,25932.0058257168,24768.30078125,40.07058967279954,0.16178174686546773
24,2019-12-26,24809.3376165706,23662.772702317,25955.9025308241,24768.30078125,41.036835320599494,0.16568288508376414
25,2019-12-27,24801.0116240711,23631.3762261881,25970.6470219541,24668.25,132.7616240710995,0.5381882544205588
26,2019-12-28,24812.5009333628,23620.7524092799,26004.2494574458,24336.0,476.5009333628004,1.9580084375525986
27,2019-12-29,24803.0217383532,23589.3364079166,26016.7070687898,24198.849609375,604.1721289781999,2.4966977303918383
28,2019-12-30,24806.6303924818,23571.2798729132,26041.9809120504,23951.69921875,854.9311737317985,3.5693967510352524
29,2019-12-31,24809.9111800886,23553.6403504426,26066.1820097346,23587.5,1222.4111800885985,5.182453333708949
30,2020-01-01,24801.7467311042,23524.4586577965,26079.0348044119,23587.5,1214.2467311041983,5.147839877495277
31,2020-01-02,24810.8858312757,23513.2358901429,26108.5357724084,23587.5,1223.3858312757002,5.186585400214945
32,2020-01-03,24804.7511512158,23486.982118295,26122.5201841366,23753.44921875,1051.3019324658017,4.425891679074326
33,2020-01-04,24805.533446513,23467.7746099485,26143.2922830775,23727.650390625,1077.883055888,4.542729845319539
34,2020-01-05,24809.9642270171,23452.8268524567,26167.1016015774,23727.650390625,1082.313836392099,4.561403335661632
35,2020-01-06,24802.6680169973,23426.1138710709,26179.2221629238,23750.19921875,1052.4687982473006,4.431410400197448
36,2020-01-07,24809.4686777564,23413.942960441,26204.9943950719,23813.400390625,996.0682871313984,4.182805776547294
37,2020-01-08,24806.0167226002,23391.7936277395,26220.2398174609,23813.400390625,992.6163319752013,4.168309925053712
38,2020-01-09,24804.9451754444,23372.0842603983,26237.8060904905,23813.400390625,991.5447848194017,4.163810159634989
39,2020-01-10,24809.6844062911,23358.6777548872,26260.6910576951,23644.900390625,1164.7840156661005,4.926153193387642
40,2020-01-11,24803.6200917373,23334.4848652597,26272.755318215,23644.80078125,1158.819310487299,4.900947659521948
41,2020-01-12,24808.309259786,23321.3456437992,26295.2728757727,23742.900390625,1065.4088691610013,4.487273465467948
42,2020-01-13,24806.8712957604,23302.3586714806,26311.3839200402,24188.650390625,618.2209051354002,2.555830503776306
43,2020-01-14,24804.7325594574,23282.7025415119,26326.7625774029,24004.75,799.9825594573995,3.3326010871073413
44,2020-01-15,24809.2211727062,23270.0630335828,26348.3793118295,24004.75,804.4711727061986,3.3512999414957396
45,2020-01-16,24804.5021804565,23248.2776074136,26360.7267534994,24004.75,799.7521804565004,3.331641364548685
46,2020-01-17,24807.4210426079,23234.332320535,26380.5097646808,23616.05078125,1191.3702613579007,5.044748050354766
47,2020-01-18,24807.3867426092,23217.7007858942,26397.0726993241,23707.900390625,1099.4863519842002,4.637636964338599
48,2020-01-19,24804.7765392461,23198.5199879087,26411.0330905834,23688.94921875,1115.8273204961006,4.710328475071887
49,2020-01-20,24808.685890713,23186.162323338,26431.209458088,23526.5,1282.1858907130008,5.449964468633247
50,2020-01-21,24805.2573726005,23166.5601318442,26443.9546133568,23431.5,1373.7573726004994,5.862865683377075
51,2020-01-22,24806.7870480222,23152.0544292305,26461.5196668138,23431.5,1375.287048022201,5.8693939697509805
52,2020-01-23,24807.6401743971,23137.1161168643,26478.1642319299,23431.5,1376.1401743971,5.873034907697331
53,2020-01-24,24804.9780268972,23118.6955280409,26491.2605257534,23085.94921875,1719.028808147199,7.446212377314917
54,2020-01-25,24808.1554757227,23106.3489971301,26509.9619543153,23176.05078125,1632.1046944726986,7.042203651853886
55,2020-01-26,24805.8617317055,23088.6441402662,26523.0793231448,23213.19921875,1592.6625129554996,6.861021171390534
56,2020-01-27,24806.3727145857,23073.8422716472,26538.9031575242,23311.80078125,1494.571933335701,6.411224715586132
57,2020-01-28,24807.7047635745,23060.0773825786,26555.3321445703,23203.19921875,1604.5055448245002,6.915018613157164
58,2020-01-29,24805.2598173945,23042.5791269184,26567.9405078707,23203.19921875,1602.0605986445007,6.904481505075863
59,2020-01-30,24807.6779219381,23030.1243558976,26585.2314879785,23203.19921875,1604.4787031880987,6.914902932400609
60,2020-01-31,24806.3143397416,23014.0101301586,26598.6185493247,23344.75,1461.5643397415988,6.260783858219081
61,2020-02-01,24806.135649318,22999.1554514561,26613.1158471798,23024.650390625,1781.4852586929992,7.737295587421257
62,2020-02-02,24807.6443320055,22986.174856666,26629.113807345,23155.349609375,1652.2947226305005,7.135693265289889
63,2020-02-03,24805.5657383611,22969.6614541635,26641.4700225588,23205.349609375,1600.2161289860996,6.895893213949295
64,2020-02-04,24807.278499609,22957.0788664324,26657.4781327857,23092.19921875,1715.0792808590013,7.427093732442865
65,2020-02-05,24806.6288648041,22942.2576865374,26671.0000430709,23092.19921875,1714.4296460541009,7.424280510545953
66,2020-02-06,24806.0325057914,22927.5516434178,26684.5133681649,23092.19921875,1713.8332870414015,7.421697997693667
67,2020-02-07,24807.5108197697,22915.0791391636,26699.9425003757,22829.150390625,1978.360429144701,8.665939797554326
68,2020-02-08,24805.8581399154,22899.5390487572,26712.1772310736,22957.25,1848.608139915399,8.052393644340674
69,2020-02-09,24806.9657921765,22886.8685835619,26727.0630007912,23163.099609375,1643.8661828014992,7.096917988196032
70,2020-02-10,24806.8268800257,22873.0714361096,26740.5823239419,23249.5,1557.3268800256992,6.69832417912514
71,2020-02-11,24806.0234063376,22858.6655146842,26753.381297991,23508.400390625,1297.623015712601,5.5198269305898195
72,2020-02-12,24807.3438061525,22846.5173231305,26768.1702891746,23508.400390625,1298.9434155275012,5.5254436454362565
73,2020-02-13,24806.1145745711,22831.8890826027,26780.3400665395,23508.400390625,1297.7141839461,5.520214741891244
74,2020-02-14,24806.7370657916,22819.2002874426,26794.2738441407,23361.05078125,1445.6862845416,6.188447163951776
75,2020-02-15,24806.9329128531,22806.1973158308,26807.6685098754,23739.25,1067.682912853099,4.497542731354609
76,2020-02-16,24806.0744020692,22792.1935374291,26819.9552667093,23696.30078125,1109.7736208192,4.683320114240458
77,2020-02-17,24807.1713683355,22780.257611612,26834.0851250589,23603.349609375,1203.821758960501,5.100215769724293
78,2020-02-18,24806.3242786156,22766.4505159214,26846.1980413098,23559.94921875,1246.3750598656006,5.290228125252846
79,2020-02-19,24806.5827141894,22753.8216765705,26859.3437518083,23559.94921875,1246.6334954394006,5.291325052803073
80,2020-02-20,24806.9710490997,22741.4259055405,26872.5161926589,23559.94921875,1247.0218303496986,5.292973336959768
81,2020-02-21,24806.1584659206,22727.8824200486,26884.4345117925,23381.599609375,1424.5588565455982,6.09264926414364
82,2020-02-22,24807.0117021254,22716.0993246633,26897.9240795875,23071.80078125,1735.210920875401,7.520916712689253
83,2020-02-23,24806.4848587612,22703.0097820635,26909.9599354588,23045.25,1761.2348587611996,7.6425070622414575
84,2020-02-24,24806.4897038183,22690.5145090562,26922.4648985805,23031.400390625,1775.0893131933008,7.7072574098267
85,2020-02-25,24806.9628352065,22678.5807139386,26935.3449564744,22929.25,1877.712835206501,8.189159415185848
86,2020-02-26,24806.2554683707,22665.5199241644,26946.9910125771,22929.25,1877.0054683706985,8.186074417482903
87,2020-02-27,24806.8750705595,22653.8663422596,26959.8837988594,22929.25,1877.6250705595012,8.18877665235235
88,2020-02-28,24806.5994191611,22641.3898368213,26971.8090015009,22959.5,1847.099419161099,8.045033294109622
89,2020-02-29,24806.4440657749,22629.0894768363,26983.7986547136,22945.30078125,1861.1432845249,8.111217640022193
90,2020-03-01,24806.926195215,22617.5099741548,26996.3424162751,22932.900390625,1874.025804590001,8.171778417334883
91,2020-03-02,24806.3515146096,22604.9273852089,27007.7756440102,22913.150390625,1893.2011239845997,8.262509047028338
92,2020-03-03,24806.7657761133,22593.4027159873,27020.1288362394,22795.900390625,2010.8653854883014,8.821171136171863
93,2020-03-04,24806.6742355391,22581.441784077,27031.9066870011,22795.900390625,2010.7738449140998,8.820769570220822
94,2020-03-05,24806.4325533526,22569.3821215437,27043.4829851614,22795.900390625,2010.532162727599,8.819709369999032
95,2020-03-06,24806.8750886097,22558.080925708,27055.6692515114,22553.349609375,2253.5254792347005,9.991976882662044
96,2020-03-07,24806.437941686,22545.9535444107,27066.9223389612,22547.55078125,2258.8871604359992,10.018326080517957
97,2020-03-08,24806.6839626254,22534.5696270772,27078.7982981736,22547.55078125,2259.1331813754005,10.019417200976175
98,2020-03-09,24806.7169923126,22523.0385045968,27090.3954800284,22545.05078125,2261.6662110625984,10.031763658494636
99,2020-03-10,24806.4436183765,22511.2494097447,27101.6378270083,22124.69921875,2681.744399626499,12.12104342351377
